,stock_AGL_change,stock_ALL_change,stock_ALQ_change
0,,,
1,-0.04146699999999992,0.08519399999999999,0.00018199999999999814
2,0.12233299999999936,0.34787800000000013,0.00014500000000000277
3,-0.10678199999999993,0.28398100000000026,3.599999999999784e-05
4,-0.015550999999999426,0.10649199999999981,-7.199999999999915e-05
5,-0.1658780000000002,-0.5679609999999999,0.0001810000000000006
6,-0.2037230000000001,-0.03549900000000017,-0.00029000000000000206
7,-0.03991399999999956,-0.433071,-0.0004349999999999979
8,-0.03110200000000063,-0.1165630000000002,-0.00010900000000000146
9,-0.16069200000000006,0.19543,-0.0009069999999999981
10,0.08293900000000054,-0.024237999999999982,-0.0001820000000000016
11,0.2228950000000003,-0.027421999999999613,-0.0005080000000000987
12,-0.19697900000000068,-0.21345800000000015,0.00032700000000009805
13,0.06220300000000023,0.05150800000000011,-0.0009069999999999981
14,0.09330899999999964,-0.090897,0.0010519999999999002
15,0.2384530000000007,-0.090897,0.0010519999999999002
16,0.09848899999999983,-0.090897,0.0010519999999999002
17,0.12959099999999957,0.32268600000000003,7.199999999999915e-05
18,-0.033173999999999815,0.18179599999999985,0.0001820000000000016
19,-0.04457999999999984,0.06059900000000029,0.0009069999999999981
20,0.20215899999999998,-0.06059900000000029,-0.0005450000000000003
21,-0.046651999999999916,-0.3332919999999997,0.0001820000000000016
22,0.04147299999999987,0.30299299999999985,0.003573
23,-0.24881699999999984,0.35147200000000023,0.00068
24,0.2695470000000002,0.07453499999999957,-0.0007699999999999999
25,0.27473799999999926,0.21027600000000035,-0.0001820000000000016
26,0.25244400000000056,-0.1624030000000003,0.0008610000000000007
27,-0.14566000000000034,0.016967000000000176,-0.0001360000000000007
28,-0.10678400000000021,0.30056800000000017,0.0
29,0.20735100000000095,-0.08241299999999985,0.00068
30,-0.1088610000000001,-0.09695700000000018,-0.0005439999999999993
31,-0.025915000000000354,-0.06665999999999972,0.0
32,-0.005184999999999995,0.03030099999999969,-0.0008160000000000008
33,0.36286299999999994,0.090897,0.0011789999999999023
34,-0.09330999999999978,0.21815499999999988,9.100000000009795e-05
35,0.11404000000000014,0.19772800000000013,-4.599999999999743e-05
36,0.04146099999999997,-0.03415200000000018,-0.0007700000000001005
37,0.010392999999999653,0.11586799999999986,-0.0004539999999999024
38,-0.35769499999999965,0.07318200000000008,0.0
39,0.23326599999999953,0.09147400000000072,0.0012240000000000029
40,0.4509759999999998,-0.1859990000000007,-0.0009970000000000014
41,0.13997500000000063,0.14331099999999974,0.0
42,-0.010393999999999792,-0.47566899999999945,0.0
43,-0.12958100000000083,0.26222699999999977,-0.0002270000000000015
44,0.20423400000000047,-0.1707519999999998,0.0
45,-0.08398400000000095,0.12196600000000002,-0.00022599999999999704
46,-0.016596999999999085,-0.10367199999999999,0.0049929999999999974
47,0.12963799999999992,-0.25856900000000005,5.6000000000000494e-05
48,0.26748499999999975,-0.003658000000000161,0.0007190000000000009
49,0.15757400000000032,-0.20124599999999981,-0.0004980000000000019
50,-0.1710969999999996,-0.10977000000000015,-0.00022099999999999898
51,0.1213109999999995,0.017685000000000173,0.0004980000000000019
52,-0.453055,0.44639799999999985,-0.0005540000000000024
53,-0.06738900000000037,-0.09208499999999997,-0.00027599999999999847
54,0.06219300000000061,0.27442600000000006,0.0005529999999999979
55,0.06219300000000061,0.27442600000000006,0.0005529999999999979
56,0.06219300000000061,0.27442600000000006,0.0005529999999999979
57,-0.07777999999999974,-0.20734299999999983,0.0
58,0.06738800000000023,-0.11586700000000016,-0.00011099999999999999
59,0.2747489999999999,0.34150599999999987,0.0008300000000000009
60,0.15550499999999978,0.40680200000000033,0.00027699999999999947
61,-0.5909039999999992,0.04193200000000008,0.0005530000000000014
62,-0.06738700000000097,-0.04316600000000026,0.00027599999999999847
63,-0.20218899999999973,0.1356679999999999,-0.0005529999999999979
64,0.07775999999999961,-0.0678339999999995,0.00027699999999999947
65,0.2607140000000001,-0.3391700000000002,0.0008289999999998993
66,-0.17780099999999965,0.16650100000000023,0.0008289999999998993
67,-0.1762220000000001,0.032682999999999574,0.0008289999999998993
68,0.07257400000000036,-0.03884899999999991,0.0002759999999999013
69,-0.025923000000000584,-0.17205199999999987,0.0011059999999999993
70,-0.01036500000000018,0.05488399999999993,0.0004980000000000991
71,-0.04147199999999973,0.12950099999999987,0.001686
72,0.025921000000000305,0.0431670000000004,-0.0006879999999999976
73,-0.114039,-0.09250100000000039,-0.0014330000000000002
74,-0.41469500000000004,0.1850019999999999,0.005262999999999997
75,-0.20216500000000082,-0.0061669999999995895,0.0032300000000000037
76,-0.5131899999999989,0.1356679999999999,0.0
77,0.19698299999999946,0.05550199999999972,-0.00014400000000010238
78,-0.15032599999999974,-0.19116999999999962,-0.0012919999999998974
79,0.2384459999999997,0.0493339999999991,0.0005739999999999981
80,-0.13788399999999967,-0.19733499999999893,0.0005030000000000034
81,-0.007258000000000209,-0.02466800000000058,0.0003589999999999982
82,0.0829380000000004,0.16033600000000048,0.0
83,0.03110299999999988,0.024665999999999855,-0.0003589999999999982
84,-0.08293999999999979,0.19116899999999948,0.0
85,-0.057015999999999956,-0.04667200000000005,0.0
86,0.01036500000000018,0.16135500000000036,-0.00035900000000000515
87,0.13477599999999956,-0.10550299999999968,0.00014299999999990015
88,0.1658780000000002,-0.24203700000000072,-0.0008609999999998966
89,0.2228999999999992,-0.7844439999999993,-0.0025109999999999993
90,-0.47171699999999994,0.5796449999999997,0.0007169999999999954
91,0.06738900000000037,-0.13653400000000016,0.0016509999999999997
92,0.02954599999999985,0.1861830000000002,0.0008610000000000007
93,0.05805900000000008,0.02171999999999974,0.0
94,0.08345800000000025,0.16446200000000033,0.00035900000000000515
95,0.0,-0.07447500000000051,0.0
96,0.07775400000000054,-0.06205899999999964,-7.200000000000262e-05
97,0.09848799999999969,-0.14894600000000002,0.0004310000000000008
98,-0.0829380000000004,0.21100499999999967,0.006365999999999997
99,-0.10730199999999979,-0.08253699999999942,-0.000674000000000001
100,0.05027999999999988,-0.060200000000000475,-0.0007589999999999958
101,-0.0367999999999995,-0.04344199999999976,0.0015169999999999975
102,0.0005179999999995744,0.06826599999999994,0.0017710000000000017
103,0.0881179999999997,0.1613559999999996,8.499999999989766e-05
104,0.036286999999999736,-0.19486899999999974,0.0011800000000001046
105,0.025922000000000445,0.009309000000000012,0.0012649999999999953
106,0.03991300000000031,-0.0006200000000000649,-0.0002529999999999963
107,0.27421899999999955,0.02482400000000018,-0.0005900000000000002
108,0.00725399999999965,-0.033513000000000126,0.0012649999999998982
109,0.032140000000000946,-0.1588759999999998,0.0025290000000001006
110,-0.011404000000000636,0.06206099999999992,0.0012660000000000032
111,-0.04717299999999991,-0.11170899999999984,-0.0012660000000000032
112,-0.09278899999999979,-0.040299000000000085,0.0
113,-0.04146699999999992,0.26399300000000014,0.0006749999999998979
114,0.012958000000000247,-0.07982600000000017,0.0022770000000001053
115,-0.2203090000000012,0.03582799999999997,-0.0018550000000000025
116,0.025922000000000445,0.050283999999999995,0.0027739999999999987
117,0.02073600000000031,-0.012570999999999888,-0.004292000000000101
118,0.07256899999999966,-0.20113899999999996,-0.0025299999999999004
119,0.057021000000000654,-0.012569000000000052,-0.001687000000000001
120,0.155513,-0.19485199999999958,0.0004220000000000057
121,-0.09331000000000067,-0.1445690000000006,8.49999999999948e-05
122,0.11922700000000042,-0.012570999999999888,0.0007590000000000027
123,-0.02073600000000031,0.3017059999999998,0.0012639999999998972
124,-0.04146599999999978,0.09428400000000003,-0.0011799999999998964
125,0.09330399999999983,-0.03142899999999971,0.0007589999999998986
126,-0.04146699999999992,-0.012569000000000052,0.0078150000000001
127,-0.06220900000000018,-0.050286000000000275,0.0
128,0.22808700000000037,-0.22628000000000004,-0.0007169999999999954
129,-0.12441100000000027,-0.050283999999999995,-0.0028660000000000005
130,-0.14514300000000002,0.1131410000000006,0.0005119999999999986
131,-0.015550000000000175,-0.18228100000000058,-0.001024000000000004
132,0.03110199999999974,-0.0439989999999999,-0.0015359999999999957
133,0.03110100000000049,0.10685400000000023,0.0005119999999999986
134,0.10367399999999982,-0.050283999999999995,-0.001023000000000003
135,-0.07257299999999933,0.29542,-0.0015359999999999957
136,0.07257299999999933,-0.37084700000000037,0.0015359999999999957
137,0.11404200000000042,0.10374400000000072,-0.0015359999999999957
138,-0.04147199999999973,-0.06350699999999998,0.0005119999999999986
139,-0.0051800000000001845,0.012700999999999407,-0.0007160000000000014
140,0.04146599999999978,-0.06985699999999984,0.0002040000000000028
141,0.04147200000000062,-0.22227599999999992,0.0005119999999999986
142,-0.20216400000000068,-0.019052999999999987,0.002047
143,0.19697800000000054,-0.20322200000000024,-0.0008190000000000003
144,0.09330999999999978,-0.0063509999999999955,0.0003070000000000017
145,-0.12441000000000013,0.13971599999999995,-0.0005110000000000045
146,-0.005186000000000135,0.06985700000000028,-0.002047
147,0.057021999999999906,0.06985900000000012,0.0007160000000000014
148,0.23326700000000056,-0.025404000000000426,-0.0007160000000000014
149,-0.04147300000000076,0.12066500000000024,-0.0005119999999999986
150,-0.12959099999999957,0.06350699999999998,-0.00020599999999999785
151,-0.05183699999999991,0.03175399999999984,0.008523999999999997
152,0.025921999999999557,0.06350700000000042,-0.0004900000000000945
153,0.0,-0.33658800000000033,-0.0020839999999999054
154,0.16069200000000006,-0.09526099999999982,0.0
155,-0.015551000000000315,0.019051999999999847,0.00024400000000000116
156,-0.02073699999999956,0.13971599999999995,-0.0006130000000000996
157,0.0725750000000005,-0.2349770000000002,0.0017170000000001004
158,-0.08812400000000054,0.0,0.0023299999999999987
159,0.06220300000000023,0.0889110000000004,-0.0006129999999999955
160,0.02073600000000031,-0.04445600000000027,-0.00036800000000010435
161,-0.03110200000000063,-1.3463509999999999,-0.0020849999999998994
162,-0.03110199999999974,-0.37469300000000016,-0.0006120000000000014
163,0.10367599999999921,0.057157000000000124,-0.001226999999999999
164,0.06220300000000112,-0.03616600000000014,0.0018390000000000004
