,Date,Open_x,High_x,Low_x,Close_x,Open_y,High_y,Low_y,Close_y,Open_x,High_x,Low_x,Close_x,Open_y,High_y,Low_y,Close_y,Open_x,High_x,Low_x,Close_x,Open_y,High_y,Low_y,Close_y,Open,High,Low,Close
101,2000-04-14,7.658383333333333,7.75703,7.573038333333334,7.707553333333333,3.766541666666667,3.8475,3.654166666666667,3.7430833333333333,0.707055,0.7092133333333334,0.7002566666666666,0.7029550000000001,4.394171666666667,4.5707916666666675,4.272971666666666,4.398791666666667,3.913873333333333,3.9545383333333333,3.888681666666667,3.9057216666666665,11.714416666666667,11.908500000000002,11.627783333333333,11.80995,7.6275,7.677499999999999,7.483333333333333,7.505
108,2000-04-21,7.791818333333333,7.882268333333333,7.735385000000001,7.831246666666666,3.6337499999999996,3.7624999999999997,3.5625,3.733791666666667,0.71955,0.7256216666666666,0.71928,0.7256216666666666,3.843603333333333,3.931036666666667,3.721931666666667,3.8063350000000002,3.971461666666667,4.047275,3.9039316666666664,3.960196666666667,11.317983333333332,11.478716666666669,11.231499999999999,11.358633333333335,7.269166666666666,7.34,7.066666666666667,7.175
115,2000-04-28,8.148826666666666,8.171401666666666,8.094091666666667,8.159031666666666,3.7439583333333335,3.7866666666666666,3.6754166666666666,3.76125,0.7272133333333333,0.72805,0.7266733333333333,0.72751,3.7830850000000003,3.7913666666666668,3.5897466666666666,3.6709650000000003,4.153433333333333,4.170941666666667,4.130434999999999,4.142195,11.2937,11.351916666666668,11.260016666666667,11.279933333333332,7.108333333333333,7.216666666666668,7.008333333333333,7.100833333333333
122,2000-05-05,8.209124999999998,8.281173333333333,8.121921666666667,8.261075,3.9397916666666664,4.056666666666666,3.892916666666667,4.010958333333334,0.7234616666666667,0.7248116666666666,0.7234616666666667,0.7248116666666666,3.303871666666667,3.3411383333333338,3.177735,3.2505183333333334,3.959371666666667,3.9971333333333328,3.9239599999999997,3.971,11.08905,11.241566666666666,11.046516666666667,11.1732,7.125,7.233333333333333,7.041666666666667,7.133333333333333
129,2000-05-12,8.337765,8.40966,8.250251666666669,8.377965000000001,4.5049166666666665,4.666666666666667,4.4424166666666665,4.600833333333333,0.7307466666666667,0.7307466666666667,0.7307466666666667,0.7307466666666667,3.336995,3.4304816666666667,3.2564100000000002,3.350375,3.9500933333333332,3.97884,3.9148133333333335,3.9448666666666665,11.169550000000001,11.346983333333334,11.113583333333333,11.254566666666667,7.425833333333333,7.634166666666666,7.266666666666667,7.466666666666666
136,2000-05-19,8.391415,8.434400000000002,8.315191666666667,8.381058333333334,4.690666666666667,4.765416666666667,4.61,4.667000000000001,0.75557,0.75827,0.7555700000000001,0.75827,3.468385,3.4925933333333337,3.397038333333333,3.4357400000000005,3.9432983333333333,3.9762266666666672,3.9289249999999996,3.9657733333333334,10.924333333333331,11.013,10.8192,10.908933333333332,7.891666666666667,7.976666666666667,7.841666666666666,7.935000000000001
143,2000-05-26,8.524538333333334,8.630601666666667,8.452798333333334,8.576488333333334,4.614625,4.69125,4.513916666666667,4.595166666666667,0.7621850000000001,0.7662333333333334,0.7555716666666666,0.7609699999999999,3.0148116666666667,3.0498483333333333,2.924035,2.9988883333333334,4.08246,4.142173333333333,4.049923333333333,4.109115,11.1606,11.292349999999999,11.108516666666667,11.218016666666665,8.016666666666666,8.033333333333333,7.8999999999999995,7.941666666666666
150,2000-06-02,8.615143333333334,8.706365,8.519281666666666,8.618233333333334,4.63,4.7055,4.421666666666667,4.526000000000001,0.7515216666666666,0.75692,0.7515216666666666,0.75557,3.2296549999999997,3.285395,3.1565533333333335,3.2043316666666666,4.031368333333333,4.067693333333334,3.981453333333333,4.0266649999999995,11.291066666666666,11.48115,11.273666666666665,11.43235,7.8999999999999995,8.033333333333333,7.7749999999999995,7.949999999999999
157,2000-06-09,8.64684,8.720591666666667,8.56876,8.664158333333333,4.416666666666667,4.548333333333333,4.305000000000001,4.4366666666666665,0.7758116666666667,0.7771616666666666,0.7685233333333333,0.7744616666666667,3.672241666666667,3.8302266666666664,3.591018333333334,3.702341666666667,4.11212,4.1656933333333335,4.09644,4.125971666666667,11.91845,12.11135,11.838849999999999,12.0313,7.666666666666667,7.758333333333333,7.516666666666666,7.616666666666667
164,2000-06-16,8.649158333333332,8.673896666666666,8.542936666666668,8.561491666666667,4.751666666666666,4.868333333333333,4.715,4.841666666666667,0.7555733333333333,0.7555733333333334,0.7526033333333334,0.7528733333333334,3.8684499999999997,3.9863016666666664,3.83182,3.913041666666667,4.1317200000000005,4.186601666666667,4.097746666666667,4.145833333333333,12.3667,12.504716666666667,12.267383333333333,12.39045,7.7,7.783333333333332,7.591666666666666,7.7250000000000005
171,2000-06-23,8.50583,8.622871666666667,8.448623333333334,8.556545000000002,5.222,5.403333333333333,5.08,5.2505,0.7474783333333334,0.7477483333333333,0.7437,0.74424,4.055741666666667,4.1598983333333335,3.97643,4.059563333333333,4.236,4.297676666666667,4.212476666666666,4.260173333333333,11.901333333333334,11.996616666666666,11.853783333333332,11.953716666666667,7.516666666666667,7.583333333333333,7.3999999999999995,7.516666666666667
178,2000-06-30,8.868248333333334,9.010955000000001,8.828511666666666,8.954676666666666,5.309166666666667,5.408333333333334,5.204166666666667,5.322166666666667,0.7423516666666666,0.7426216666666666,0.7380333333333334,0.7385733333333334,4.378245,4.494346666666666,4.299728333333333,4.443381666666667,4.28317,4.35922,4.262393333333334,4.330731666666667,12.032916666666667,12.276150000000001,12.014083333333334,12.233066666666666,7.458333333333333,7.533333333333332,7.408333333333334,7.483333333333333
185,2000-07-07,9.374148333333332,9.609308333333333,9.259731666666667,9.525351666666666,5.538833333333333,5.646666666666666,5.416666666666667,5.540666666666667,0.7439683333333332,0.7439683333333335,0.7396516666666667,0.7396516666666667,4.9003016666666666,4.999205,4.799968333333333,4.889313333333333,4.511316666666667,4.560576666666667,4.46885,4.53575,12.7361,13.021366666666667,12.633116666666666,12.908066666666668,7.516666666666667,7.633333333333333,7.458333333333333,7.550000000000001
192,2000-07-14,9.737181666666666,9.811861666666667,9.516548333333333,9.673171666666667,5.393166666666667,5.443333333333334,5.3500000000000005,5.380333333333334,0.75665,0.75719,0.75422,0.7561100000000001,4.815734999999999,4.863195,4.707756666666667,4.785795,4.611408333333333,4.658446666666666,4.57848,4.62591,12.7679,12.938116666666668,12.584066666666667,12.7419,7.7250000000000005,7.841666666666666,7.641666666666667,7.733333333333334
199,2000-07-21,9.420685,9.484233333333334,9.323278333333333,9.373836666666667,5.581833333333333,5.673666666666667,5.507000000000001,5.650666666666667,0.7542216666666667,0.7553,0.7515216666666666,0.75368,4.781813333333334,4.842331666666667,4.749960000000001,4.827998333333333,4.620031666666667,4.6700766666666675,4.577041666666667,4.616241666666666,12.930783333333332,13.109566666666668,12.890866666666666,13.064733333333331,7.966666666666666,8.116666666666665,7.7250000000000005,7.872500000000001
206,2000-07-28,9.374766666666666,9.484078333333334,9.324206666666667,9.442331666666666,5.807833333333332,5.883833333333333,5.675,5.821000000000001,0.7585383333333332,0.7642066666666666,0.7574583333333332,0.7633966666666666,4.894095,4.935501666666666,4.863036666666667,4.929131666666667,4.50635,4.546073333333333,4.468588333333334,4.496028333333333,12.963383333333335,13.059849999999999,12.87475,12.959583333333333,7.425,7.491666666666667,7.2749999999999995,7.366666666666666
213,2000-08-04,9.56989,9.606225,9.494901666666667,9.541286666666666,5.774333333333334,5.816,5.668333333333333,5.714166666666666,0.7636683333333334,0.7636683333333334,0.7620483333333334,0.7620483333333333,4.90524,4.991241666666666,4.841535,4.968945,4.401556666666667,4.447943333333334,4.377121666666667,4.418935,12.862233333333334,12.977883333333333,12.819666666666665,12.894283333333332,7.666666666666667,7.833333333333333,7.55,7.675
220,2000-08-11,9.387596666666665,9.408315,9.31091,9.357756666666667,5.791666666666667,5.859999999999999,5.668333333333334,5.745,0.7580816666666667,0.75827,0.75746,0.75773,5.107501666666667,5.11865,5.051758333333333,5.096353333333333,4.454476666666667,4.477996666666667,4.42573,4.464276666666667,12.918483333333334,13.054766666666666,12.879716666666667,13.005966666666668,7.683333333333333,7.75,7.591666666666666,7.641666666666667
227,2000-08-18,9.333326666666666,9.371208333333334,9.283081666666668,9.331010000000001,5.526166666666666,5.571666666666666,5.3933333333333335,5.476666666666667,0.7526033333333334,0.7526033333333334,0.7437,0.7458583333333334,5.116578333333333,5.230133333333333,5.1102083333333335,5.191909999999999,4.442585,4.477996666666667,4.4165833333333335,4.4335700000000005,13.171133333333335,13.259783333333333,13.143633333333332,13.216500000000002,7.716666666666666,7.833333333333333,7.683333333333334,7.716666666666666
234,2000-08-25,9.513455,9.641786666666667,9.473256666666668,9.598495,5.6499999999999995,5.703333333333333,5.596666666666667,5.673333333333333,0.750715,0.750715,0.7493650000000001,0.750715,5.246056666666666,5.34002,5.1966866666666665,5.30339,4.349419999999999,4.381303333333333,4.295063333333333,4.334263333333333,13.268666666666666,13.366549999999998,13.23135,13.343850000000002,7.766666666666666,7.816666666666666,7.708333333333333,7.75
241,2000-09-01,9.999088333333333,10.138106666666667,9.912348333333334,10.017501666666666,5.863499999999999,6.010000000000001,5.761666666666667,5.921666666666667,0.77419,0.77662,0.77257,0.775,5.520943333333334,5.660136666666666,5.427616666666666,5.578914999999999,4.347589999999999,4.380256666666667,4.310743333333334,4.3388366666666665,13.360316666666668,13.455933333333334,13.294383333333334,13.3921,7.758333333333333,7.825,7.658333333333332,7.766666666666666
248,2000-09-08,9.895663333333333,9.95875,9.859795,9.914836666666666,6.268666666666667,6.368666666666667,6.153333333333333,6.262333333333333,0.77473,0.77554,0.77365,0.775,5.414876666666667,5.427614999999999,5.269948333333333,5.359136666666667,4.30068,4.313355,4.255861666666667,4.275461666666667,13.259799999999998,13.319466666666665,13.202649999999998,13.281333333333334,7.730833333333333,7.791666666666667,7.641666666666667,7.708333333333333
255,2000-09-15,10.090628333333333,10.192216666666667,10.041161666666667,10.123866666666666,6.231999999999999,6.341666666666666,6.1674999999999995,6.2635000000000005,0.7625883333333334,0.7625883333333333,0.75881,0.75881,4.998408333333334,5.04539,4.916388333333334,4.948240000000001,4.067955,4.087293333333333,4.003666666666667,4.053451666666667,13.0344,13.088450000000002,12.91703333333333,12.985116666666668,7.6641666666666675,7.7250000000000005,7.605833333333333,7.6499999999999995
262,2000-09-22,10.075776666666668,10.146133333333333,9.988103333333333,10.085523333333333,6.213666666666666,6.3116666666666665,6.172833333333333,6.297833333333333,0.7401933333333334,0.7401933333333334,0.7353350000000001,0.7393833333333334,4.606466666666667,4.672718333333333,4.549131666666667,4.591493333333333,3.991906666666667,4.014905,3.9527066666666664,3.992823333333334,12.63595,12.707133333333333,12.496483333333332,12.59935,7.550000000000001,7.608333333333333,7.449999999999999,7.5249999999999995
269,2000-09-29,9.920396666666667,9.98193,9.834114999999999,9.882218333333332,6.497,6.57,6.413333333333334,6.54,0.7245400000000001,0.7250800000000001,0.7221116666666667,0.7226516666666667,4.7061649999999995,4.769868333333334,4.653606666666668,4.730051666666667,3.989033333333333,4.01804,3.9645983333333334,3.988118333333334,12.445100000000002,12.530633333333332,12.340150000000001,12.43065,7.316666666666666,7.420000000000001,7.179166666666667,7.324166666666667
276,2000-10-06,9.545923333333333,9.644878333333333,9.505725,9.601585,6.658166666666666,6.713333333333334,6.61,6.684166666666667,0.7512533333333332,0.7520616666666666,0.74478,0.7469366666666667,4.902055,4.933905,4.839941666666667,4.921165,4.0798466666666675,4.1317200000000005,4.059985,4.106765,12.330133333333334,12.512066666666668,12.28975,12.452216666666667,7.8,7.945,7.633333333333333,7.836666666666667
283,2000-10-13,10.053048333333335,10.297346666666668,10.011303333333332,10.267971666666666,6.635000000000001,6.703499999999999,6.505,6.620666666666666,0.7571916666666666,0.75854,0.7536833333333334,0.7542216666666667,4.847905,4.879756666666667,4.793756666666668,4.849498333333334,4.1760166666666665,4.241486666666667,4.167,4.216396666666666,12.443783333333334,12.6785,12.391266666666667,12.581533333333333,7.521666666666667,7.575,7.391666666666667,7.425
290,2000-10-20,10.6729,10.853016666666667,10.584933333333334,10.7813,6.645,6.706666666666666,6.548333333333333,6.658166666666667,0.7372200000000001,0.7377600000000001,0.7372200000000001,0.7372200000000001,4.892498333333333,4.949833333333333,4.80809,4.924353333333333,4.18438,4.239393333333333,4.172096666666667,4.217178333333334,12.624783333333333,12.764899999999999,12.578899999999999,12.737466666666668,7.491666666666666,7.616666666666666,7.422499999999999,7.571666666666666
297,2000-10-27,10.85705,10.95445,10.7612,10.8957,6.5023333333333335,6.516666666666667,6.341666666666668,6.371666666666666,0.7340383333333333,0.7377616666666666,0.7320966666666667,0.7353333333333333,4.8160533333333335,4.833571666666667,4.757124999999999,4.792165,4.1954883333333335,4.238086666666667,4.156418333333334,4.204241666666666,12.811433333333333,13.001616666666669,12.802750000000001,12.944,7.683333333333333,7.758333333333333,7.590833333333333,7.6575
304,2000-11-03,10.818866666666667,10.903416666666667,10.73645,10.81315,6.031166666666667,6.138333333333333,5.964166666666666,6.076666666666667,0.7334999999999999,0.733985,0.732365,0.733175,4.683868333333334,4.777831666666667,4.620161666666667,4.704571666666667,4.210908333333333,4.2480199999999995,4.183988333333333,4.20751,13.023783333333334,13.13561666666667,12.967833333333333,13.048516666666666,7.625,7.724999999999999,7.55,7.658333333333334
311,2000-11-10,10.788866666666665,10.956000000000001,10.713116666666666,10.8855,6.2255,6.371666666666667,6.113333333333333,6.226666666666667,0.7342550000000001,0.736145,0.7320966666666666,0.7339866666666666,5.039016666666666,5.2126149999999996,5.039016666666667,5.166426666666667,4.2152199999999995,4.274156666666666,4.187908333333334,4.237568333333333,13.171583333333333,13.361583333333334,13.159183333333333,13.298833333333334,7.800000000000001,7.8999999999999995,7.733333333333333,7.866666666666667
318,2000-11-17,10.876533333333333,10.969949999999999,10.785933333333332,10.86105,6.073833333333333,6.183333333333334,5.995,6.121666666666666,0.7283183333333333,0.7307466666666667,0.7218433333333333,0.7231916666666667,5.2667600000000006,5.311351666666667,5.217388333333333,5.252426666666667,4.230118333333333,4.255861666666667,4.204893333333334,4.22868,13.60345,13.86835,13.5923,13.830483333333333,7.708333333333333,7.795833333333333,7.6000000000000005,7.695833333333333
325,2000-11-24,10.87345,10.942116666666665,10.827516666666668,10.914566666666666,6.107166666666667,6.1801666666666675,5.98,6.108333333333333,0.7231916666666667,0.7285883333333333,0.7150966666666667,0.7231900000000001,5.136166666666667,5.158463333333333,5.03424,5.077241666666667,4.0892550000000005,4.1016683333333335,4.02196,4.036333333333333,14.169233333333333,14.359716666666666,14.132016666666665,14.270383333333333,7.720833333333332,7.766666666666667,7.616666666666666,7.708333333333333
332,2000-12-01,10.829833333333333,10.928183333333331,10.7564,10.859233333333334,5.934666666666668,5.990166666666667,5.81,5.9046666666666665,0.73911,0.7447783333333334,0.7377600000000001,0.73911,4.8176466666666675,4.897596666666668,4.793756666666667,4.856028333333334,3.990861666666667,4.02588,3.9514,3.981453333333333,14.209733333333332,14.332883333333333,14.0892,14.219583333333334,7.558333333333334,7.641666666666667,7.466666666666666,7.558333333333333
339,2000-12-08,11.277166666666666,11.552833333333332,11.1785,11.421550000000002,5.7010000000000005,5.773333333333333,5.616,5.657666666666667,0.7488250000000001,0.7561116666666666,0.7461283333333334,0.7499066666666666,4.85109,4.882943333333333,4.8160533333333335,4.830865,4.0511,4.10428,4.032936666666667,4.059591666666667,14.100349999999999,14.223683333333334,14.05225,14.190083333333334,7.449999999999999,7.55,7.383333333333333,7.458333333333333
346,2000-12-15,11.741933333333334,11.900716666666668,11.664,11.844133333333334,5.708833333333334,5.79,5.546666666666667,5.633333333333334,0.7488250000000001,0.7512533333333332,0.7463983333333332,0.7488266666666666,4.738971666666667,4.781016666666667,4.675901666666667,4.685456666666666,4.14152,4.1833350000000005,4.101666666666667,4.151975,14.3664,14.576316666666665,14.329283333333334,14.516166666666665,7.484166666666667,7.580000000000001,7.3875,7.482500000000001
353,2000-12-22,11.657350000000001,11.726916666666666,11.517266666666666,11.638033333333333,5.3705,5.446666666666666,5.196666666666666,5.28,0.7412966666666666,0.7412966666666666,0.73965,0.73992,4.548496666666667,4.61873,4.471731666666667,4.5594850000000005,4.125186666666667,4.146093333333334,4.063773333333334,4.11199,14.7079,14.86565,14.6819,14.845083333333333,7.416666666666667,7.493333333333333,7.300000000000001,7.4174999999999995
360,2000-12-29,11.516816666666665,11.701250000000002,11.468849999999998,11.66475,5.094333333333333,5.26,5.08,5.133166666666667,0.74046,0.7418083333333333,0.73938,0.7407283333333332,4.534163333333333,4.69183,4.5262,4.679726666666666,4.118131666666667,4.140866666666667,4.067171666666667,4.09448,14.894983333333334,15.0148,14.848350000000002,14.94495,7.416666666666667,7.5,7.308333333333334,7.383333333333334
367,2001-01-05,11.703433333333335,11.756,11.4746,11.580333333333334,5.366333333333333,5.5165,5.3365,5.448166666666666,0.7434283333333332,0.747475,0.74127,0.7450466666666666,4.677496666666666,4.709508333333334,4.615383333333333,4.642298333333334,4.1902816666666665,4.210271666666666,4.169373333333334,4.201255000000001,14.971866666666665,15.079433333333334,14.877033333333332,14.953466666666666,7.435,7.5125,7.333333333333333,7.4875
374,2001-01-12,11.076916666666667,11.178816666666668,10.8478,10.997616666666666,5.732166666666667,5.843333333333334,5.625,5.747833333333333,0.7356016666666667,0.7361416666666667,0.732365,0.732905,4.440355,4.468863333333333,4.354993333333333,4.379678333333334,4.204241666666667,4.233645,4.180066666666666,4.207506666666667,14.469183333333334,14.588700000000001,14.39425,14.499033333333335,7.351666666666667,7.404166666666666,7.258333333333334,7.320833333333333
381,2001-01-19,10.98925,11.051883333333334,10.869416666666666,10.928016666666666,5.832166666666667,5.953333333333333,5.78,5.872833333333333,0.73965,0.74127,0.7366816666666667,0.7391116666666666,4.465678333333334,4.534161666666667,4.4338283333333335,4.494346666666666,4.3512466666666665,4.417888333333333,4.32642,4.395804999999999,14.074716666666667,14.1813,13.890500000000001,13.990733333333333,7.083333333333333,7.133333333333333,6.958333333333333,6.994166666666666
388,2001-01-26,11.08065,11.09765,10.986933333333333,11.038733333333333,6.051666666666667,6.114999999999999,5.951666666666667,6.0249999999999995,0.74397,0.74478,0.7437,0.74478,4.667941666666667,4.7061633333333335,4.615385,4.659976666666666,4.526081666666667,4.572338333333334,4.4766900000000005,4.553783333333333,13.899,13.9702,13.864166666666668,13.914299999999999,6.958333333333333,7.074999999999999,6.866666666666667,6.919999999999999
395,2001-02-02,10.785466666666666,10.82875,10.623600000000001,10.673083333333333,6.023666666666666,6.070333333333334,5.978333333333333,6.031666666666666,0.74397,0.74451,0.74316,0.7437,4.612995000000001,4.656793333333333,4.562033333333333,4.628126666666667,4.599123333333334,4.640023333333334,4.548556666666667,4.619116666666668,13.998,14.151766666666665,13.94665,14.115533333333332,6.991666666666666,7.058333333333333,6.916666666666667,6.951666666666667
402,2001-02-09,10.530216666666666,10.604116666666668,10.421349999999999,10.462483333333333,6.0605,6.098833333333334,5.94,6.005,0.7423500000000001,0.74316,0.74019,0.7412700000000001,4.567606666666667,4.5819383333333334,4.491161666666667,4.532568333333334,4.608793333333334,4.646556666666666,4.575996666666668,4.623036666666667,14.392116666666666,14.492183333333335,14.301833333333333,14.413116666666665,6.8999999999999995,6.95,6.808333333333334,6.825
409,2001-02-16,10.530216666666666,10.577233333333334,10.436533333333335,10.509166666666667,5.773333333333333,5.805000000000001,5.585,5.6866666666666665,0.73992,0.74073,0.7380300000000001,0.73884,4.2459,4.250676666666667,4.089825,4.11849,4.6047433333333325,4.640023333333333,4.52765,4.583836666666667,14.2888,14.347833333333334,14.2446,14.312066666666666,6.691666666666666,6.883333333333334,6.516666666666667,6.666666666666667
416,2001-02-23,10.787799999999999,10.905,10.725633333333334,10.844700000000001,5.7475,5.88,5.646666666666667,5.803333333333334,0.750985,0.754765,0.747475,0.750715,3.9544516666666674,3.9990433333333333,3.8716383333333337,3.9273783333333334,4.47277,4.53157,4.44925,4.504130000000001,14.217433333333332,14.347816666666667,14.196316666666666,14.327250000000001,6.574999999999999,6.608333333333334,6.325,6.416666666666667
423,2001-03-02,11.0035,11.109083333333333,10.928183333333335,11.027133333333333,6.278,6.484999999999999,6.244,6.412,0.76124,0.7650200000000001,0.75773,0.76097,3.956041666666667,3.9624116666666667,3.820671666666667,3.8541133333333337,4.52373,4.5886716666666665,4.481916666666667,4.5546983333333335,14.598683333333334,14.806566666666667,14.572783333333334,14.751983333333333,6.218333333333334,6.291666666666667,6.108333333333333,6.158333333333334
430,2001-03-09,11.129800000000001,11.235866666666666,10.951366666666667,11.036416666666668,6.646333333333334,6.7059999999999995,6.57,6.667999999999999,0.7682566666666667,0.7731150000000001,0.7666383333333334,0.7728449999999999,3.7139666666666664,3.71715,3.6486700000000005,3.6630033333333327,4.53183,4.585143333333334,4.510663333333333,4.555219999999999,15.13035,15.304133333333333,15.048200000000001,15.193916666666667,6.213333333333334,6.2749999999999995,6.141666666666667,6.21
437,2001-03-16,10.019036666666667,10.139633333333334,9.93864,10.018446666666668,6.662499999999999,6.713666666666666,6.576666666666667,6.678333333333334,0.7812083333333334,0.7866066666666667,0.7785083333333334,0.7852566666666667,3.30562,3.3747400000000005,3.2180266666666664,3.30785,4.415275,4.436183333333333,4.376076666666667,4.413708333333333,14.632816666666665,14.79616666666667,14.596150000000002,14.747549999999999,6.366666666666667,6.483333333333334,6.3,6.416666666666667
